1962 06 01 23 32 50      3.9322
1962 06 01 23 43 27      3.8470
1962 06 01 23 54 11      3.8587
1962 06 02 00 07 11      3.9669
1962 06 02 00 17 47      3.8679
1962 06 02 00 28 31      3.8796
1962 06 02 00 44 38      3.9041
1962 06 02 00 57 27      3.8600
1962 06 02 01 11 22      3.8434
1962 06 02 01 23 09      3.8410
1962 06 02 01 26 00      3.8988
1962 06 02 01 38 16      3.8970
1962 06 02 01 50 31      3.8759
1962 06 02 02 02 42      3.7784
1962 06 02 02 13 22      3.7002
1962 06 02 02 25 39      3.7175
1962 06 02 02 41 02      3.7534
1962 06 02 02 51 39      3.6370
1962 06 02 03 05 24      3.5775
1962 06 02 03 20 45      3.5751
1962 06 02 03 29 41      3.3059
1962 06 02 03 40 33      3.4382
1962 06 02 03 51 11      3.3217
1962 06 02 04 03 26      3.3007
1962 06 02 04 21 45      3.2022
1962 06 02 04 38 34      3.1423
1962 06 02 04 55 23      3.0823
1962 06 02 05 10 43      3.0608
1962 06 02 05 24 28      3.0013
1962 06 02 05 42 52      2.9985
1962 06 02 05 55 04      2.9201
1962 06 02 06 11 55      2.8984
1962 06 02 06 36 31      2.9520
1962 06 02 06 50 20      2.9499
1962 06 02 07 07 13      2.9664
1962 06 02 07 28 43      2.9822
1962 06 02 07 42 34      3.0184
1962 06 02 07 56 29      3.1310
1962 06 02 08 07 11      3.0911
1962 06 02 08 18 01      3.1851
1962 06 02 08 34 58      3.2590
1962 06 02 08 47 19      3.3337
1962 06 02 09 04 10      3.3120
1962 06 02 09 21 12      3.4624
1962 06 02 09 41 08      3.4593
1962 06 02 09 52 08      3.7064
1962 06 02 10 05 57      3.7234
1962 06 02 10 24 33      3.9118
1962 06 02 10 47 43      4.0613
1962 06 02 11 06 16      4.2115
1962 06 02 11 23 18      4.3620
1962 06 02 11 41 46      4.4165
1962 06 02 11 55 41      4.5292
1962 06 02 12 12 43      4.6796
1962 06 02 12 28 11      4.8112
1962 06 02 12 45 06      4.8469
1962 06 02 12 55 58      4.9791
1962 06 02 13 11 12      4.8620
1962 06 02 13 24 50      4.6877
1962 06 02 13 35 48      4.9156
1962 06 02 13 57 29      5.1227
1962 06 02 14 22 00      5.0998
1962 06 02 14 37 22      5.1166
1962 06 02 14 52 41      5.0951
1962 06 02 15 26 26      5.0899
1962 06 02 15 52 23      4.9520
1962 06 02 16 21 24      4.8137
1962 06 02 16 36 38      4.6965
1962 06 02 16 55 00      4.6554
1962 06 02 17 17 58      4.6137
1962 06 02 17 34 52      4.6302
1962 06 02 17 56 24      4.6843
1962 06 02 18 01 56      4.1368
1962 06 02 18 08 19      4.1193
1962 06 02 18 21 06      4.0843
1962 06 02 18 31 15      4.0011
1962 06 02 18 41 24      3.9179
1962 06 02 18 46 24      3.8196
1962 06 02 18 56 42      3.8500
1962 06 02 19 06 52      3.7830
1962 06 02 19 19 39      3.7480
1962 06 02 19 32 22      3.6643
1962 06 02 19 46 27      3.6453
1962 06 02 19 59 16      3.6427
1962 06 02 20 10 50      3.6728
1962 06 02 20 23 26      3.4918
1962 06 02 20 38 47      3.4725
1962 06 02 20 50 16      3.4215
1962 06 02 21 01 49      3.4354
1962 06 02 21 14 38      3.4329
1962 06 02 21 26 12      3.4468
1962 06 02 21 42 53      3.4597
1962 06 02 22 03 19      3.4069
1962 06 02 22 11 11      3.5352
1962 06 02 22 21 20      3.4520
1962 06 02 22 34 18      3.5792
1962 06 02 22 44 25      3.4636
1962 06 02 22 56 01      3.5100
1962 06 02 23 05 02      3.5406
1962 06 02 23 17 56      3.6030
1962 06 02 23 30 42      3.5679
1962 06 02 23 43 37      3.6465
1962 06 03 00 05 32      3.7395
1962 06 03 00 18 10      3.5909
1962 06 03 00 31 09      3.7181
1962 06 03 00 47 52      3.7635
1962 06 03 01 05 52      3.8086
1962 06 03 01 20 00      3.8220
1962 06 03 01 36 44      3.8835
1962 06 03 01 47 05      3.9626
1962 06 03 02 03 40      3.8944
1962 06 03 02 15 10      3.8596
1962 06 03 02 25 20      3.7927
1962 06 03 02 43 18      3.8053
1962 06 03 03 02 37      3.8664
1962 06 03 03 15 15      3.7178
1962 06 03 03 34 34      3.7951
1962 06 03 03 47 23      3.7925
1962 06 03 03 58 48      3.6928
1962 06 03 04 15 26      3.6570
1962 06 03 04 30 41      3.5566
1962 06 03 04 48 38      3.5530
1962 06 03 04 58 40      3.3725
1962 06 03 05 11 24      3.3050
1962 06 03 05 29 20      3.3014
1962 06 03 05 41 57      3.1366
1962 06 03 05 59 59      3.1979
1962 06 03 06 11 21      3.0658
1962 06 03 06 26 45      3.0790
1962 06 03 06 37 04      3.1256
1962 06 03 06 54 58      3.0896
1962 06 03 07 08 57      2.9894
1962 06 03 07 20 23      2.9060
1962 06 03 07 38 21      2.9186
1962 06 03 07 57 35      2.9310
1962 06 03 08 12 57      2.9117
1962 06 03 08 33 45      3.1347
1962 06 03 08 54 04      2.9846
1962 06 03 09 14 36      2.9967
1962 06 03 09 40 30      3.2025
1962 06 03 09 58 31      3.2638
1962 06 03 10 11 24      3.3099
1962 06 03 10 30 40      3.3385
1962 06 03 10 56 40      3.6255
1962 06 03 11 18 49      3.9132
1962 06 03 11 36 43      3.8771
1962 06 03 11 37 44      3.9113
1962 06 03 11 46 08      3.9253
1962 06 03 11 58 11      3.9849
1962 06 03 12 09 05      4.1062
1962 06 03 12 20 00      4.2428
1962 06 03 12 30 45      4.2103
1962 06 03 12 40 24      4.2856
1962 06 03 12 48 59      4.4842
1962 06 03 12 58 34      4.4826
1962 06 03 13 10 38      4.5729
1962 06 03 13 21 29      4.6327
1962 06 03 13 29 57      4.7236
1962 06 03 13 43 12      4.7983
1962 06 03 13 51 42      4.9046
1962 06 03 14 03 43      4.9488
1962 06 03 14 13 16      4.9165
1962 06 03 14 22 58      5.0379
1962 06 03 14 32 30      4.9749
1962 06 03 14 40 59      5.0811
1962 06 03 14 53 04      5.1868
1962 06 03 15 07 25      5.1537
1962 06 03 15 21 51      5.2129
1962 06 03 15 35 07      5.3030
1962 06 03 15 48 18      5.3163
1962 06 03 16 00 15      5.2835
1962 06 03 16 10 56      5.1895
1962 06 03 16 21 39      5.1262
1962 06 03 16 34 55      5.2164
1962 06 03 16 44 32      5.2456
1962 06 03 16 51 43      5.2444
1962 06 03 16 56 22      5.0898
1962 06 03 17 07 14      5.1803
1962 06 03 17 19 04      5.0246
1962 06 03 17 27 21      4.9310
1962 06 03 17 36 53      4.8833
1962 06 03 17 46 29      4.8971
1962 06 03 17 57 08      4.7569
1962 06 03 18 05 22      4.6171
1962 06 03 18 16 14      4.6923
1962 06 03 18 24 31      4.5986
1962 06 03 18 33 54      4.3818
1962 06 03 18 49 30      4.4100
1962 06 03 18 57 53      4.4086
1962 06 03 19 04 48      4.1460
1962 06 03 19 18 08      4.2977
1962 06 03 19 26 21      4.1271
1962 06 03 19 32 09      3.9416
1962 06 03 19 44 09      3.9550
1962 06 03 19 55 02      4.0609
1962 06 03 20 00 50      3.8600
1962 06 03 20 11 25      3.6737
1962 06 03 20 23 33      3.8256
1962 06 03 20 37 41      3.5772
1962 06 03 20 56 49      3.5433
1962 06 03 21 18 22      3.5244
1962 06 03 21 32 31      3.3067
1962 06 03 21 54 06      3.3186
1962 06 03 22 10 52      3.3159
1962 06 03 22 26 23      3.2672
1962 06 03 22 38 21      3.2499
1962 06 03 23 13 07      3.2749
1962 06 03 23 21 07      3.3041
1962 06 03 23 36 38      3.1793
1962 06 03 23 47 36      3.4241
1962 06 04 00 03 07      3.3301
1962 06 04 00 14 01      3.4826
1962 06 04 00 24 50      3.5121
1962 06 04 00 39 12      3.4797
1962 06 04 00 50 04      3.5707
1962 06 04 01 03 17      3.6153
1962 06 04 01 15 19      3.6601
1962 06 04 01 28 29      3.6278
1962 06 04 01 39 21      3.7342
1962 06 04 01 54 59      3.7786
1962 06 04 02 09 22      3.7769
1962 06 04 02 21 26      3.8678
1962 06 04 02 32 08      3.7435
1962 06 04 02 43 04      3.9268
1962 06 04 02 52 35      3.8180
1962 06 04 03 07 00      3.8625
1962 06 04 03 16 38      3.9229
1962 06 04 03 23 44      3.7683
1962 06 04 03 33 30      4.0133
1962 06 04 03 40 36      3.8894
1962 06 04 03 56 08      3.7953
1962 06 04 04 05 49      3.9173
1962 06 04 04 11 43      3.7935
1962 06 04 04 16 27      3.7007
1962 06 04 04 26 09      3.8534
1962 06 04 04 38 10      3.8828
1962 06 04 04 44 04      3.7283
1962 06 04 04 59 40      3.7573
1962 06 04 05 12 54      3.8019
1962 06 04 05 22 22      3.6316
1962 06 04 05 32 00      3.6766
1962 06 04 05 45 04      3.5059
1962 06 04 06 06 40      3.5035
1962 06 04 06 23 25      3.4554
1962 06 04 06 44 58      3.3914
1962 06 04 06 58 02      3.2207
1962 06 04 07 11 18      3.3114
1962 06 04 07 24 25      3.2023
1962 06 04 07 41 07      3.0927
1962 06 04 07 50 41      3.0455
1962 06 04 08 03 51      2.9978
1962 06 04 08 15 48      2.9349
1962 06 04 08 25 20      2.8569
1962 06 04 08 44 36      2.9623
1962 06 04 09 01 23      2.9604
1962 06 04 09 18 10      2.9277
1962 06 04 09 33 46      2.9567
1962 06 04 09 48 14      3.0473
1962 06 04 10 00 09      2.9382
1962 06 04 10 11 04      3.1062
1962 06 04 10 24 12      3.0431
1962 06 04 10 36 18      3.1802
1962 06 04 10 53 09      3.2705
1962 06 04 11 06 23      3.3151
1962 06 04 11 20 45      3.2827
1962 06 04 11 35 15      3.4502
1962 06 04 11 55 45      3.5863
1962 06 04 12 10 15      3.7384
1962 06 04 12 21 09      3.8909
1962 06 04 12 35 35      3.9508
1962 06 04 12 50 03      4.0721
1962 06 04 13 04 31      4.1781
1962 06 04 13 21 23      4.2839
1962 06 04 13 38 17      4.4357
1962 06 04 13 55 10      4.5568
1962 06 04 14 08 27      4.6783
1962 06 04 14 22 55      4.7997
1962 06 04 14 36 15      4.9981
1962 06 04 14 53 01      4.9500
1962 06 04 15 08 43      5.1020
1962 06 04 15 24 23      5.2232
1962 06 04 15 42 25      5.2827
1962 06 04 15 59 18      5.4038
1962 06 04 16 18 31      5.4323
1962 06 04 16 34 05      5.3997
1962 06 04 16 46 06      5.4291
1962 06 04 16 59 19      5.4737
1962 06 04 17 10 18      5.3118
1962 06 04 17 23 27      5.2792
1962 06 04 17 37 46      5.2158
1962 06 04 17 52 06      5.1677
1962 06 04 18 06 25      5.1043
1962 06 04 18 25 29      4.9791
1962 06 04 18 38 25      4.7326
1962 06 04 18 49 16      4.7920
1962 06 04 19 01 06      4.6373
1962 06 04 19 15 23      4.5434
1962 06 04 19 29 40      4.4494
1962 06 04 19 43 53      4.2639
1962 06 04 20 01 51      4.2610
1962 06 04 20 17 11      4.0141
1962 06 04 20 32 37      3.8589
1962 06 04 20 49 18      3.7646
1962 06 04 21 06 01      3.7008
1962 06 04 21 26 15      3.5601
1962 06 04 21 36 44      3.2376
1962 06 04 21 57 09      3.2955
1962 06 04 22 23 26      3.1996
1962 06 04 22 42 30      3.0897
1962 06 04 22 58 03      3.0566
1962 06 04 23 14 48      3.0387
1962 06 04 23 36 22      3.0353
1962 06 04 23 55 34      3.0628
1962 06 05 00 10 00      3.1063
1962 06 05 00 26 49      3.1495
1962 06 05 00 43 37      3.1774
1962 06 05 00 56 52      3.2364
1962 06 05 01 08 54      3.2803
1962 06 05 01 26 56      3.3539
1962 06 05 01 40 13      3.4434
1962 06 05 01 52 15      3.5026
1962 06 05 02 07 50      3.5002
1962 06 05 02 22 22      3.6507
1962 06 05 02 34 15      3.5571
1962 06 05 02 47 34      3.6925
1962 06 05 03 01 50      3.5680
1962 06 05 03 20 05      3.8554
1962 06 05 03 33 09      3.7311
1962 06 05 03 50 03      3.8659
1962 06 05 04 06 54      3.9396
1962 06 05 04 22 23      3.8302
1962 06 05 04 34 30      3.9658
1962 06 05 04 57 10      3.8553
1962 06 05 05 12 44      3.8528
1962 06 05 05 29 27      3.7890
1962 06 05 05 43 44      3.6798
1962 06 05 05 58 05      3.6470
1962 06 05 06 16 01      3.6136
1962 06 05 06 32 43      3.5346
1962 06 05 06 53 05      3.5161
1962 06 05 07 06 03      3.3001
1962 06 05 07 27 39      3.3272
1962 06 05 07 41 56      3.2333
1962 06 05 07 59 48      3.1082
1962 06 05 08 16 28      2.9986
1962 06 05 08 32 05      3.0420
1962 06 05 08 48 48      2.9782
1962 06 05 09 06 48      3.0059
1962 06 05 09 22 11      2.8049
1962 06 05 09 50 52      2.7239
1962 06 05 10 04 12      2.8746
1962 06 05 10 29 23      2.8859
1962 06 05 10 49 40      2.7910
1962 06 05 11 07 44      2.8951
1962 06 05 11 24 35      2.9535
1962 06 05 11 41 26      3.0425
1962 06 05 11 58 21      3.1774
1962 06 05 12 12 50      3.2820
1962 06 05 12 27 18      3.3714
1962 06 05 12 44 14      3.5215
1962 06 05 13 01 08      3.6563
1962 06 05 13 15 39      3.7915
1962 06 05 13 32 31      3.8805
1962 06 05 13 46 59      3.9699
1962 06 05 14 00 17      4.0900
1962 06 05 14 16 01      4.2403
1962 06 05 14 32 56      4.3904
1962 06 05 14 47 26      4.5103
1962 06 05 15 03 07      4.6148
1962 06 05 15 15 11      4.7045
1962 06 05 15 30 58      4.9006
1962 06 05 15 50 15      5.0198
1962 06 05 16 08 17      5.0781
1962 06 05 16 27 32      5.1514
1962 06 05 16 45 31      5.1638
1962 06 05 16 59 56      5.1921
1962 06 05 17 10 46      5.2515
1962 06 05 17 13 18      5.1899
1962 06 05 17 20 32      5.2196
1962 06 05 17 27 45      5.2339
1962 06 05 17 33 38      5.1249
1962 06 05 17 45 40      5.1538
1962 06 05 17 56 31      5.1829
1962 06 05 18 06 00      5.0733
1962 06 05 18 15 36      5.0563
1962 06 05 18 28 49      5.0696
1962 06 05 18 39 32      4.9753
1962 06 05 18 52 39      4.8960
1962 06 05 19 03 23      4.8171
1962 06 05 19 14 05      4.7073
1962 06 05 19 26 02      4.6591
1962 06 05 19 34 23      4.5960
1962 06 05 19 43 53      4.4864
1962 06 05 19 59 25      4.4222
1962 06 05 20 14 51      4.2345
1962 06 05 20 28 01      4.2015
1962 06 05 20 31 26      4.0158
1962 06 05 20 42 12      3.9832
1962 06 05 20 57 48      3.9652
1962 06 05 21 09 40      3.8244
1962 06 05 21 19 11      3.7302
1962 06 05 21 29 52      3.6205
1962 06 05 21 39 23      3.5264
1962 06 05 21 50 09      3.4783
1962 06 05 22 03 19      3.4453
1962 06 05 22 12 55      3.4437
1962 06 05 22 23 35      3.3031
1962 06 05 22 35 34      3.2703
1962 06 05 22 47 27      3.1604
1962 06 05 22 59 24      3.0967
1962 06 05 23 08 58      3.0488
1962 06 05 23 25 43      2.9998
1962 06 05 23 41 19      2.9818
1962 06 05 23 54 29      2.9488
1962 06 06 00 11 15      2.8998
1962 06 06 00 23 21      3.0058
1962 06 06 00 35 15      2.8959
1962 06 06 00 46 05      2.9250
1962 06 06 00 59 21      2.9845
1962 06 06 01 13 47      3.0130
1962 06 06 01 23 23      3.0114
1962 06 06 01 37 50      3.0400
1962 06 06 01 49 50      3.0380
1962 06 06 02 04 23      3.1899
1962 06 06 02 15 13      3.2190
1962 06 06 02 28 28      3.2631
1962 06 06 02 43 02      3.4150
1962 06 06 02 59 52      3.4431
1962 06 06 03 11 55      3.4875
1962 06 06 03 24 00      3.5626
1962 06 06 03 36 10      3.7304
1962 06 06 03 56 37      3.7733
1962 06 06 04 09 49      3.7557
1962 06 06 04 23 10      3.9079
1962 06 06 04 40 00      3.9360
1962 06 06 04 52 03      3.9649
1962 06 06 04 56 08      3.9319
1962 06 06 05 08 14      3.9601
1962 06 06 05 16 36      3.8974
1962 06 06 05 25 06      3.9415
1962 06 06 05 35 56      3.9242
1962 06 06 05 49 14      3.9521
1962 06 06 06 04 55      3.9490
1962 06 06 06 16 59      3.9467
1962 06 06 06 24 04      3.8232
1962 06 06 06 36 10      3.8514
1962 06 06 06 46 55      3.7730
1962 06 06 06 57 51      3.8319
1962 06 06 07 09 47      3.7227
1962 06 06 07 19 29      3.7666
1962 06 06 07 29 07      3.7495
1962 06 06 07 41 04      3.6556
1962 06 06 07 55 25      3.5612
1962 06 06 08 07 21      3.4521
1962 06 06 08 18 14      3.4805
1962 06 06 08 31 13      3.2338
1962 06 06 08 43 13      3.1857
1962 06 06 08 55 21      3.2444
1962 06 06 09 03 36      3.0902
1962 06 06 09 16 58      3.1639
1962 06 06 09 28 58      3.1158
1962 06 06 09 40 57      3.0524
1962 06 06 09 55 20      2.9733
1962 06 06 10 08 31      2.9097
1962 06 06 10 20 28      2.8158
1962 06 06 10 31 24      2.8747
1962 06 06 10 38 36      2.8428
1962 06 06 10 48 13      2.8256
1962 06 06 10 57 53      2.8390
1962 06 06 11 06 24      2.8984
1962 06 06 11 19 32      2.7890
1962 06 06 11 24 31      2.9101
1962 06 06 11 37 48      2.9228
1962 06 06 11 44 53      2.7993
1962 06 06 11 53 29      2.9197
1962 06 06 12 00 59      3.1471
1962 06 06 12 10 25      2.9622
1962 06 06 12 24 55      2.9899
1962 06 06 12 34 43      3.1100
1962 06 06 12 45 28      3.0164
1962 06 06 12 54 03      3.1368
1962 06 06 13 05 02      3.2414
1962 06 06 13 15 52      3.2240
1962 06 06 13 30 29      3.3280
1962 06 06 13 40 13      3.4024
1962 06 06 13 52 21      3.4611
1962 06 06 14 02 11      3.6117
1962 06 06 14 19 10      3.6847
1962 06 06 14 31 21      3.7891
1962 06 06 14 43 31      3.8783
1962 06 06 14 55 44      3.9980
1962 06 06 15 07 59      4.1482
1962 06 06 15 20 10      4.2526
1962 06 06 15 32 21      4.3570
1962 06 06 15 46 53      4.4000
1962 06 06 15 57 54      4.5351
1962 06 06 16 11 15      4.5936
1962 06 06 16 23 27      4.7132
1962 06 06 16 36 50      4.8022
1962 06 06 16 50 07      4.8148
1962 06 06 17 01 04      4.8890
1962 06 06 17 13 11      4.9324
1962 06 06 17 28 58      5.0209
1962 06 06 17 41 08      5.1100
1962 06 06 17 52 03      5.1537
1962 06 06 18 03 24      5.0517
1962 06 06 18 17 38      5.0499
1962 06 06 18 34 17      5.0783
1962 06 06 18 43 46      5.0618
1962 06 06 18 57 59      5.0294
1962 06 06 19 03 50      4.9216
1962 06 06 19 07 19      4.8295
1962 06 06 19 12 11      4.9817
1962 06 06 19 21 41      4.9652
1962 06 06 19 31 08      4.9181
1962 06 06 19 39 21      4.7948
1962 06 06 19 50 03      4.8087
1962 06 06 19 54 40      4.6553
1962 06 06 20 06 30      4.6080
1962 06 06 20 16 05      4.7136
1962 06 06 20 23 08      4.6211
1962 06 06 20 31 17      4.4214
1962 06 06 20 40 44      4.3591
1962 06 06 20 50 21      4.4953
1962 06 06 20 58 30      4.3109
1962 06 06 21 07 52      4.1264
1962 06 06 21 19 44      4.1248
1962 06 06 21 25 35      4.0171
1962 06 06 21 37 23      3.9239
1962 06 06 21 44 26      3.8313
1962 06 06 21 52 39      3.7081
1962 06 06 22 06 49      3.6145
1962 06 06 22 23 20      3.4749
1962 06 06 22 35 08      3.3970
1962 06 06 22 42 11      3.3044
1962 06 06 22 52 49      3.2419
1962 06 06 23 05 50      3.1791
1962 06 06 23 17 37      3.0706
1962 06 06 23 27 04      3.0083
1962 06 06 23 41 19      3.0064
1962 06 06 23 53 10      2.9896
1962 06 07 00 04 57      2.8659
1962 06 07 00 21 37      2.9248
1962 06 07 00 33 24      2.8163
1962 06 07 00 41 39      2.7542
1962 06 07 00 48 52      2.8754
1962 06 07 00 59 27      2.7366
1962 06 07 01 11 23      2.8114
1962 06 07 01 23 14      2.7946
1962 06 07 01 27 53      2.6565
1962 06 07 01 35 07      2.8083
1962 06 07 01 42 23      2.9907
1962 06 07 01 49 23      2.8370
1962 06 07 01 55 15      2.7446
1962 06 07 02 02 28      2.8659
1962 06 07 02 07 22      3.0638
1962 06 07 02 20 17      2.8636
1962 06 07 02 29 53      2.9998
1962 06 07 02 38 21      3.2126
1962 06 07 02 50 04      3.0125
1962 06 07 03 03 19      3.2399
1962 06 07 03 13 59      3.2232
1962 06 07 03 31 52      3.3279
1962 06 07 03 49 46      3.4325
1962 06 07 04 05 24      3.6902
1962 06 07 04 25 43      3.8708
1962 06 07 04 36 18      3.7472
1962 06 07 04 48 21      3.9596
1962 06 07 05 04 55      3.8963
1962 06 07 05 15 43      4.0477
1962 06 07 05 27 37      4.0767
1962 06 07 05 39 30      4.0904
1962 06 07 05 43 42      4.0469
1962 06 07 05 58 10      4.1671
1962 06 07 06 08 51      4.0136
1962 06 07 06 24 35      4.2250
1962 06 07 06 35 16      4.1019
1962 06 07 06 46 01      4.0550
1962 06 07 06 58 06      4.1907
1962 06 07 07 03 59      4.0377
1962 06 07 07 12 17      3.9148
1962 06 07 07 21 59      4.0661
1962 06 07 07 31 30      3.9736
1962 06 07 07 42 11      3.8352
1962 06 07 07 56 40      3.9707
1962 06 07 08 04 58      3.8478
1962 06 07 08 19 19      3.8005
1962 06 07 08 37 11      3.6613
1962 06 07 08 44 16      3.5082
1962 06 07 08 58 45      3.6436
1962 06 07 09 11 50      3.5050
1962 06 07 09 26 10      3.4424
1962 06 07 09 40 27      3.3189
1962 06 07 09 54 47      3.2563
1962 06 07 10 09 12      3.2851
1962 06 07 10 19 54      3.1772
1962 06 07 10 33 02      3.0995
1962 06 07 10 47 19      2.9760
1962 06 07 11 05 18      2.9892
1962 06 07 11 18 24      2.8658
1962 06 07 11 30 22      2.8492
1962 06 07 11 40 04      3.0004
1962 06 07 11 49 34      2.8927
1962 06 07 12 03 58      2.9062
1962 06 07 12 15 59      2.9658
1962 06 07 12 25 31      2.8885
1962 06 07 12 38 47      3.0089
1962 06 07 12 45 53      2.8709
1962 06 07 12 56 47      3.0373
1962 06 07 13 06 27      3.1428
1962 06 07 13 11 05      2.9290
1962 06 07 13 19 35      3.0803
1962 06 07 13 28 06      3.2622
1962 06 07 13 39 58      3.1085
1962 06 07 13 49 39      3.2292
1962 06 07 14 06 29      3.3187
1962 06 07 14 23 20      3.4234
1962 06 07 14 38 59      3.5130
1962 06 07 14 49 49      3.5879
1962 06 07 14 59 30      3.7239
1962 06 07 15 16 22      3.8438
1962 06 07 15 28 26      3.9643
1962 06 07 15 39 18      4.0849
1962 06 07 15 52 33      4.1748
1962 06 07 16 04 36      4.2648
1962 06 07 16 17 52      4.3852
1962 06 07 16 35 55      4.4897
1962 06 07 16 50 22      4.5947
1962 06 07 17 00 03      4.7307
1962 06 07 17 22 56      4.8804
1962 06 07 17 43 22      4.9695
1962 06 07 17 56 35      5.0289
1962 06 07 18 13 22      5.0270
1962 06 07 18 25 23      5.0713
1962 06 07 18 36 11      5.1005
1962 06 07 18 49 24      5.1447
1962 06 07 18 58 03      5.0965
1962 06 07 19 10 04      5.1092
1962 06 07 19 26 49      5.0602
1962 06 07 19 42 20      4.9963
1962 06 07 19 54 15      4.9331
1962 06 07 20 13 25      4.8987
1962 06 07 20 28 55      4.8196
1962 06 07 20 44 21      4.6797
1962 06 07 20 59 52      4.6158
1962 06 07 21 14 07      4.4914
1962 06 07 21 27 06      4.3216
1962 06 07 21 43 48      4.2422
1962 06 07 21 54 24      4.0882
1962 06 07 22 08 47      4.0700
1962 06 07 22 20 45      4.0372
1962 06 07 22 27 39      3.8079
1962 06 07 22 38 30      3.8361
1962 06 07 22 46 50      3.7888
1962 06 07 22 56 08      3.5591
1962 06 07 23 10 37      3.6168
1962 06 07 23 21 11      3.4324
1962 06 07 23 33 02      3.3085
1962 06 07 23 43 57      3.3973
1962 06 07 23 58 10      3.2577
1962 06 08 00 15 02      3.2998
1962 06 08 00 20 54      3.1923
1962 06 08 00 29 07      3.0539
1962 06 08 00 41 12      3.1122
1962 06 08 00 57 50      2.9872
1962 06 08 01 09 55      3.0455
1962 06 08 01 20 36      2.9522
1962 06 08 01 33 53      3.0102
1962 06 08 01 48 16      2.9920
1962 06 08 01 53 15      3.1429
1962 06 08 02 02 39      2.9739
1962 06 08 02 14 53      3.1536
1962 06 08 02 24 16      2.9846
1962 06 08 02 39 55      3.0270
1962 06 08 02 50 53      3.1462
1962 06 08 03 04 07      3.1739
1962 06 08 03 22 15      3.2764
1962 06 08 03 32 00      3.3807
1962 06 08 03 42 56      3.4848
1962 06 08 04 03 26      3.5565
1962 06 08 04 16 46      3.6601
1962 06 08 04 31 16      3.7331
1962 06 08 04 51 47      3.8200
1962 06 08 05 06 23      3.9688
1962 06 08 05 19 42      4.0572
1962 06 08 05 30 35      4.1157
1962 06 08 05 47 31      4.2186
1962 06 08 06 04 19      4.2151
1962 06 08 06 21 24      4.4394
1962 06 08 06 30 49      4.2856
1962 06 08 06 46 32      4.3735
1962 06 08 06 52 53      4.6455
1962 06 08 07 06 57      4.3845
1962 06 08 07 26 09      4.3805
1962 06 08 07 40 32      4.3623
1962 06 08 07 54 51      4.2986
1962 06 08 08 15 15      4.2944
1962 06 08 08 28 23      4.2310
1962 06 08 08 42 37      4.1066
1962 06 08 08 59 25      4.1031
1962 06 08 09 11 18      4.0095
1962 06 08 09 30 26      3.9448
1962 06 08 09 42 20      3.8664
1962 06 08 10 06 14      3.7856
1962 06 08 10 18 00      3.6009
1962 06 08 10 27 21      3.4015
1962 06 08 10 43 13      3.6109
1962 06 08 10 53 32      3.2291
1962 06 08 11 04 43      3.5305
1962 06 08 11 14 03      3.3160
1962 06 08 11 24 39      3.1619
1962 06 08 11 36 56      3.3720
1962 06 08 11 53 21      3.0800
1962 06 08 12 05 40      3.3205
1962 06 08 12 23 27      3.1498
1962 06 08 12 41 27      3.1461
1962 06 08 12 51 08      3.2048
1962 06 08 13 05 30      3.1715
1962 06 08 13 22 17      3.1529
1962 06 08 13 35 37      3.2564
